Timestamp,Household_Type,Electricity_Consumption_kWh,Daily_Avg_Temp_C,Monthly_Bill_LKR,Anomaly
2018-01-01,Large Family,9.771720411340201,25.25424465946687,4418.366936222077,0
2018-01-02,Apartment,4.582570694136543,27.78210799008658,4574.894852236635,0
2018-01-03,Apartment,4.846640864297172,28.30439769696116,4769.312396373788,0
2018-01-04,Apartment,3.539690256366357,26.99095103043095,3687.2582251654812,0
2018-01-05,Apartment,4.669693524230285,21.61614530077437,2204.938537341665,0
2018-01-06,Large Family,7.680640569219825,27.70580931797313,3336.64378267315,0
2018-01-07,Single-Family,5.381186870387466,24.723251939889863,2716.954827666925,0
2018-01-08,Single-Family,6.739166388290787,24.61423076496066,2160.3745785320943,0
2018-01-09,Single-Family,6.421925337360556,23.67217466965759,3919.6250220563297,0
2018-01-10,Large Family,9.340139498938855,25.269629773695783,2161.960211725059,0
2018-01-11,Large Family,7.618171011896247,26.06813276595071,4805.641025101591,0
2018-01-12,Apartment,4.352527774592188,23.56019532189709,2614.486989239169,0
2018-01-13,Single-Family,5.366844254656314,24.75440678291361,3253.896274560544,0
2018-01-14,Apartment,4.649366788166433,26.42776782404423,2060.629067550119,0
2018-01-15,Large Family,9.79792387775662,26.773606112030944,2062.4122750871525,0
2018-01-16,Large Family,7.370658301217667,26.836623553473693,4148.569272285422,0
2018-01-17,Large Family,9.971682159465573,21.698911179188354,2632.891811383479,0
2018-01-18,Apartment,4.23910869468833,28.342356505019417,3287.7840341082847,0
2018-01-19,Apartment,3.0637832729678403,28.578320119673805,2373.6831545751193,0
2018-01-20,Large Family,9.419110239160783,27.541292989931748,2887.8159462197805,0
2018-01-21,Single-Family,6.764617139333227,25.99955715920574,2315.8711341975527,0
2018-01-22,Single-Family,5.634573838022976,27.505253690277346,3231.3213879794894,0
2018-01-23,Single-Family,6.9479634633651814,27.760594563502043,3921.1746271649363,0
2018-01-24,Apartment,3.412718609123621,25.595305058271254,2203.7004151125034,0
2018-01-25,Large Family,8.060271366933321,28.874004766915593,2232.247481021132,0
2018-01-26,Single-Family,6.849191357845684,26.510294861337407,3929.0755233729283,0
2018-01-27,Single-Family,6.5407180173584365,27.867365216735482,3546.8623958303706,0
2018-01-28,Single-Family,6.950700649336108,27.4646487435686,4388.1126306875385,0
2018-01-29,Single-Family,5.632175669370483,24.79429744622772,4039.828654194742,0
2018-01-30,Single-Family,5.370330526826722,23.413893077260468,3015.5096320569314,0
2018-01-31,Single-Family,6.148929505710109,27.533552268693697,4047.037991997582,0
2018-02-01,Apartment,3.1081891289964,29.814524913585338,3598.945439502144,0
2018-02-02,Large Family,8.548108367315589,25.76208976329738,3419.788130206248,0
2018-02-03,Single-Family,5.490624662357946,31.974121152257922,2962.972645791013,0
2018-02-04,Apartment,3.640379537485983,26.923099080438774,4571.904052822648,0
2018-02-05,Apartment,4.096715319892678,28.24755868375133,2702.9439808697784,0
2018-02-06,Apartment,4.3317232547592255,29.62430682433631,4673.8193821420155,0
2018-02-07,Single-Family,6.056005104040821,24.103131136933065,3222.08657946258,0
2018-02-08,Apartment,3.681939302583743,25.561308484701513,3748.3582521812846,0
2018-02-09,Apartment,4.273785282536414,25.616715914740233,2169.7495648799522,0
2018-02-10,Single-Family,5.520419548512238,25.431141393562193,4812.59761185418,0
2018-02-11,Single-Family,5.893155628090996,28.280289205814356,4367.974843171614,0
2018-02-12,Apartment,4.301639667657977,25.754048644464806,4625.104593820586,0
2018-02-13,Single-Family,6.945204864324932,26.038695411732633,2596.968300386673,0
2018-02-14,Large Family,8.356887311840717,26.548102619365615,2715.7849245888137,0
2018-02-15,Large Family,8.017722641212638,29.741121700301445,2167.59851945335,0
2018-02-16,Large Family,7.807023951646388,29.365764866908837,3680.1044871200993,0
2018-02-17,Large Family,9.623805967732494,31.80665622285733,3320.8508987946634,0
2018-02-18,Large Family,8.524132129993461,31.207463774598104,4157.842672754334,0
2018-02-19,Large Family,7.99591087316843,25.33059507763071,3736.2361884204583,0
2018-02-20,Single-Family,5.065062685354474,30.243070479224514,3521.734215021782,0
2018-02-21,Single-Family,6.5009853522598515,31.827013248284178,3057.9456542833786,0
2018-02-22,Apartment,4.757192812996339,25.741496344652933,2566.4160490879867,0
2018-02-23,Single-Family,6.38061371475092,29.774763409471092,3048.8602131687694,0
2018-02-24,Single-Family,6.0393334487299715,30.15809366195046,3567.7721061167863,0
2018-02-25,Single-Family,6.943669084438955,28.832776547267464,2586.0866011744765,0
2018-02-26,Large Family,8.721113178973532,25.251594049610006,4333.539525450182,0
2018-02-27,Single-Family,6.8929767930994466,26.084584578353503,4461.795847463074,0
2018-02-28,Single-Family,6.983552825338065,27.357082427994932,4794.729716781567,0
2018-03-01,Single-Family,5.70877552663461,25.10749248015282,4223.414275754671,0
2018-03-02,Apartment,4.124572063534721,30.50796099113668,3219.3954359918953,0
2018-03-03,Apartment,3.6140754204685352,29.94203360207361,3119.951604158882,0
2018-03-04,Apartment,4.828115384480592,28.69263802335326,3455.6936101778365,0
2018-03-05,Large Family,7.296138142773992,32.24893356387757,4978.284019951383,0
2018-03-06,Large Family,7.638060959743505,26.99516109747973,3358.6379337578355,0
2018-03-07,Large Family,7.885191073818986,26.636896015356285,4467.656643094164,0
2018-03-08,Large Family,7.448405109061214,29.634585489103056,4705.103369317374,0
2018-03-09,Single-Family,6.827354337323279,24.88257149967515,4218.998890622175,0
2018-03-10,Apartment,3.0391776758312297,28.10703802134862,4339.43230250232,0
2018-03-11,Apartment,3.6848759026249915,31.830189666240727,2467.2330071062656,0
2018-03-12,Apartment,4.5943715340877995,30.956897084359056,3181.423545106377,0
2018-03-13,Large Family,7.090467126184511,32.128727867657624,3667.187160135992,0
2018-03-14,Apartment,3.0087037267352623,33.18072326358893,2829.7600254930803,0
2018-03-15,Single-Family,5.525491908247403,28.765801598245442,4988.527465820611,0
2018-03-16,Single-Family,6.484889976609475,31.42815491993511,3159.4748856678134,0
2018-03-17,Apartment,3.5020743191848656,29.825980813869275,2242.1965551489798,0
2018-03-18,Single-Family,5.421384606102034,30.24840042233322,4765.400491017753,0
2018-03-19,Single-Family,6.861355890087875,29.445444300996858,4884.536639281769,0
2018-03-20,Apartment,4.57015032320157,31.70145811598023,2467.0880286260062,0
2018-03-21,Large Family,8.605827673733295,30.778922372102652,4823.869827249422,0
